"x"
1543088.88557787
1365597.34518867
1363783.72596294
1329982.48421211
1321150.85945886
1317342.80758304
1282331.36650213
1282034.5841924
1244785.36167537
1225325.9620715
1196179.78427299
1181349.33399673
1179406.84568305
1171275.21752076
1168121.65832633
1134842.7877903
1133290.86629516
1126589.40038093
1104713.07238558
1088428.21671154
1086812.01758394
1071546.89541596
1063604.82561337
1059294.26110463
1058305.8352474
1053400.37017313
1043661.33047405
1014918.20223543
1013088.23903262
1010295.81265876
988093.154882859
969473.248494492
968255.601774914
963596.171314865
961933.047744943
960626.940062324
958516.025181949
957166.60001876
953649.141033935
952732.448943868
948075.10434804
944825.253215027
938754.570355395
935745.209024652
933885.95228813
932050.201317665
925508.034022245
920270.9483863
917517.193519245
913535.647728986
899099.116594823
889567.718614274
885730.464826683
879087.400098351
879066.730850022
872731.46855421
872080.361992089
867512.414360986
863539.217514006
863497.474254661
859481.093569367
853772.962830685
852835.006800874
849229.752012104
848365.677294752
846256.392843073
841530.189768775
826398.31694441
824445.380760353
823617.341475024
822915.954099005
820577.029797603
814808.669017532
813914.744006609
813717.042513826
812194.836906118
811675.438476558
809949.8549475
809477.388436859
809091.020147793
801584.719717142
798986.175925818
798095.182049703
790631.89031442
787969.419483852
787623.67437998
785806.039295365
784384.652023611
782223.8549651
781682.37339415
781150.773221361
776289.691495509
773710.052219248
770577.669218287
769394.930478658
762280.215586119
761450.817544671
758980.2650037
758734.787424866
757788.837160776
757227.793901239
755540.387112845
755029.732497899
753533.773610962
751984.770337471
750349.382967657
749412.142446602
748424.574337059
747616.678382473
747113.091550106
740553.442283316
739856.810778689
735092.12493549
734874.047833607
729306.734420407
727353.347480773
726132.470098881
722914.373576335
722615.214870282
719262.734180843
718409.681835518
718057.524726001
717013.919401234
715777.938390097
715196.711355401
710693.481429001
709878.253975722
706628.357858737
703835.997540226
701651.416511171
701383.31032408
700099.954829595
699173.847750319
698388.775490706
698202.32314321
697442.656326813
696669.614669835
695546.190219438
691538.860953453
690122.921688947
688224.549372739
684946.110392237
684922.563415786
684374.435263289
684285.002948184
684227.314940466
683970.71307231
679843.789748352
679424.329556423
678410.622959249
676375.333478208
676100.914206218
673838.493812881
672772.081050176
672305.482654212
670707.965398428
667531.766826985
663552.669866248
662022.024758241
660893.028956457
654991.463334481
652913.942214671
652898.465536997
652028.921597173
651091.077066958
650503.01833524
646788.322048604
646733.961928829
