"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FBgn0029863",-0.871576379631328,5.50155106136924,-6.60272540695395,9.76900294761234e-06,0.0792019055667071,3.4518559076014
"FBgn0034291",4.24756363456153,5.66467680268859,6.25946168357633,1.75594514059876e-05,0.0792019055667071,2.90909546276751
"FBgn0038032",-0.981370572151392,5.43115813627373,-5.87233290119291,3.46887902735301e-05,0.084284767675216,2.39100145297634
"FBgn0010019",-5.3103812218045,3.35504541346638,-5.83065819158126,3.73726937923583e-05,0.084284767675216,1.470810979068
"FBgn0033835",-2.00601517079287,4.38048997479173,-5.65916682306377,5.09126207352049e-05,0.0918565503304567,2.05947292035372
"FBgn0023495",3.60863005029052,2.74519619178718,5.41139585194588,8.0146096909399e-05,0.120499656703281,1.33504818876077
"FBgn0034711",1.47489462239679,2.82793590565754,5.11684817985865,0.000138911834597146,0.134257650009329,1.10778435466532
"FBgn0039355",-1.21941522611614,1.48595237215423,-5.09724132027475,0.000144148990871118,0.134257650009329,0.327647882081424
"FBgn0051469",1.89762956301011,4.10489141686162,5.08177248053781,0.00014842491356975,0.134257650009329,1.08350928897174
"FBgn0038313",0.664019185511176,3.26837755317908,5.08033846466894,0.000148827901573361,0.134257650009329,1.12598133000005
"FBgn0034290",2.32199073650921,5.86244791329979,4.93540675786983,0.000196006510801062,0.16074315763058,0.889411976519241
"FBgn0053532",2.61112374124009,7.40652741767764,4.78320198010988,0.000262453225713105,0.171884807447589,0.626611592755626
"FBgn0265137",0.685443192227672,7.36970779031398,4.76938788028969,0.000269536372225929,0.171884807447589,0.614348862215138
"FBgn0041713",-1.01474611251947,1.49398887599147,-4.74108139923458,0.000284672886081142,0.171884807447589,0.181186164346353
"FBgn0058100",-3.75891447759764,1.08504669048818,-4.73902193879513,0.00028580779422612,0.171884807447589,-0.46147121441899
"FBgn0038332",0.85236631769474,2.2850586980066,4.68688842744475,0.000316144677325855,0.178246320884783,0.243631050150142
"FBgn0260027",-1.2956346470969,3.63656438630734,-4.62907874429737,0.000353689957428626,0.18768453564492,0.344661944831394
"FBgn0034053",-0.798571436142881,3.77035535043587,-4.52318166146648,0.000434820656598689,0.217917619065376,0.190967723928154
"FBgn0032021",-1.80299616202842,2.67836625781721,-4.40854636977879,0.000544466110079825,0.239080912878575,-0.13613407663012
"FBgn0034335",1.31658629808713,8.09265908567297,4.40150695758868,0.000552060330329954,0.239080912878575,-0.0328476492034397
"FBgn0259682",-0.49326505743179,3.30823281335678,-4.39738559931823,0.000556556830778192,0.239080912878575,-0.0346210116016916
"FBgn0033051",0.583587046205861,5.49942491235288,4.29166128848329,0.000685684441456534,0.272500054478662,-0.210954774512635
"FBgn0037547",-1.71408228883445,0.235706935032446,-4.27002749476515,0.000715684714554382,0.272500054478662,-1.06700169024012
"FBgn0263445",1.00725352839414,3.2485789482235,4.26351571408542,0.000724975203135783,0.272500054478662,-0.363244238681948
"FBgn0263395",0.481782112642411,3.85832095509487,4.23333898696565,0.000769666038649048,0.277726293386123,-0.316614417455408
"FBgn0015037",1.43818741047404,5.36154464160279,4.15761432194907,0.000894629385647346,0.286429541471239,-0.449486526628988
"FBgn0029172",-4.67782939050761,1.04794815855764,-4.1384325183653,0.000929452842462855,0.286429541471239,-1.36143812024741
"FBgn0019972",0.759304160993229,4.50637982162247,4.124717382436,0.000955197187242667,0.286429541471239,-0.507897060059043
"FBgn0033093",-0.982877148346577,5.83799886003391,-4.10542975510238,0.000992637421814832,0.286429541471239,-0.543161654603764
"FBgn0054010",1.7161883027107,2.68715529912371,4.07940617586887,0.00104553707824491,0.286429541471239,-0.648768505354181
"FBgn0259994",-1.58165596968952,0.799744717942116,-4.07377980326271,0.00105734687438765,0.286429541471239,-1.2284848555518
"FBgn0053301",1.35538515330502,7.02761006155386,4.05680328522699,0.00109381098840189,0.286429541471239,-0.630067842545362
"FBgn0032910",-0.654806305312837,4.19075402458867,-4.04737022897696,0.00111462337422832,0.286429541471239,-0.646191552422943
"FBgn0031489",0.900769658865811,7.69975806695177,4.03879219934249,0.00113389925478062,0.286429541471239,-0.664030240905991
"FBgn0265186",1.0040885892903,7.65324537107747,4.03073678886506,0.00115230970006509,0.286429541471239,-0.677810021398458
"FBgn0266538",0.381581610089905,3.40581972052514,4.01951581006095,0.00117846330597956,0.286429541471239,-0.699504466658812
"FBgn0038927",0.381448245586469,3.40640328693718,4.01846897233493,0.00118093385443253,0.286429541471239,-0.701334397079687
